"serialNumber","vehicleCode","locationLabel","positionSource","positionAccuracy","deviceFixAt","gatewayReceivedAt","dataFreshnessStatus","routingReadiness"
"WESTHUB-DEV-0198","WESTHUB-V-0198","47.6139, -122.3398","Native Eld","8 m","2026-08-28T07:43:41Z","—","Stale","Blocked — position is not current"
"WESTHUB-DEV-0199","WESTHUB-V-0199","47.6146, -122.3405","Native Eld","8 m","2026-08-28T07:43:41Z","—","Stale","Blocked — position is not current"
"WESTHUB-DEV-0200","WESTHUB-V-0200","47.5978, -122.3237","Native Eld","8 m","2026-08-28T07:43:41Z","—","Stale","Blocked — position is not current"
"WESTHUB-DEV-0201","Unassigned","No valid fix","Unknown source","Unknown","—","—","No data","Blocked — no valid position"
"WESTHUB-DEV-0202","Unassigned","No valid fix","Unknown source","Unknown","—","—","No data","Blocked — no valid position"
"WESTHUB-DEV-0203","Unassigned","No valid fix","Unknown source","Unknown","—","—","No data","Blocked — no valid position"
"WESTHUB-DEV-0204","Unassigned","No valid fix","Unknown source","Unknown","—","—","No data","Blocked — no valid position"
"WESTHUB-DEV-0205","Unassigned","No valid fix","Unknown source","Unknown","—","—","No data","Blocked — no valid position"
"WESTHUB-DEV-0206","Unassigned","No valid fix","Unknown source","Unknown","—","—","No data","Blocked — no valid position"
"WESTHUB-DEV-0207","Unassigned","No valid fix","Unknown source","Unknown","—","—","No data","Blocked — no valid position"
"WESTHUB-DEV-0208","Unassigned","No valid fix","Unknown source","Unknown","—","—","No data","Blocked — no valid position"
"WESTHUB-DEV-0209","Unassigned","No valid fix","Unknown source","Unknown","—","—","No data","Blocked — no valid position"
"WESTHUB-DEV-0210","Unassigned","No valid fix","Unknown source","Unknown","—","—","No data","Blocked — no valid position"
"WESTHUB-DEV-0211","Unassigned","No valid fix","Unknown source","Unknown","—","—","No data","Blocked — no valid position"
"WESTHUB-DEV-0212","Unassigned","No valid fix","Unknown source","Unknown","—","—","No data","Blocked — no valid position"
"WESTHUB-DEV-0213","Unassigned","No valid fix","Unknown source","Unknown","—","—","No data","Blocked — no valid position"
"WESTHUB-DEV-0214","Unassigned","No valid fix","Unknown source","Unknown","—","—","No data","Blocked — no valid position"
"WESTHUB-DEV-0215","Unassigned","No valid fix","Unknown source","Unknown","—","—","No data","Blocked — no valid position"
"WESTHUB-DEV-0216","Unassigned","No valid fix","Unknown source","Unknown","—","—","No data","Blocked — no valid position"
"WESTHUB-DEV-0217","Unassigned","No valid fix","Unknown source","Unknown","—","—","No data","Blocked — no valid position"
"WESTHUB-DEV-0218","Unassigned","No valid fix","Unknown source","Unknown","—","—","No data","Blocked — no valid position"
"WESTHUB-DEV-0219","Unassigned","No valid fix","Unknown source","Unknown","—","—","No data","Blocked — no valid position"
"WESTHUB-DEV-0220","Unassigned","No valid fix","Unknown source","Unknown","—","—","No data","Blocked — no valid position"
