vehicleCode,branchCode,type,make,model,year,vehicleClass,vin,vinExceptionType,alternateIdentifier,plateNumber,plateJurisdiction,status,odometerMiles,deviceStatus
WESTHUB-V-0074,WEST-HUB,Truck,Isuzu,NPR-HD,2020,Class 5,,legacy-fleet-identifier,CERT-WESTHUB-VEH-0074,AZ-0074,AZ,Available,628006.00,Unknown
WESTHUB-V-0075,WEST-HUB,Tractor,Volvo,VNL 760,2021,Class 8,,legacy-fleet-identifier,CERT-WESTHUB-VEH-0075,AZ-0075,AZ,Available,635925.00,Unknown
WESTHUB-V-0076,WEST-HUB,Tractor,Freightliner,Cascadia,2022,Class 8,,legacy-fleet-identifier,CERT-WESTHUB-VEH-0076,AZ-0076,AZ,Available,643844.00,Unknown
WESTHUB-V-0077,WEST-HUB,Truck,Ford,F-650,2023,Class 6,,legacy-fleet-identifier,CERT-WESTHUB-VEH-0077,AZ-0077,AZ,Available,651763.00,Unknown
WESTHUB-V-0078,WEST-HUB,Van,Ford,Transit,2024,Class 2b,,legacy-fleet-identifier,CERT-WESTHUB-VEH-0078,AZ-0078,AZ,Available,49682.00,Unknown
WESTHUB-V-0079,WEST-HUB,Truck,Isuzu,NPR-HD,2025,Class 5,,legacy-fleet-identifier,CERT-WESTHUB-VEH-0079,AZ-0079,AZ,Available,57601.00,Unknown
WESTHUB-V-0080,WEST-HUB,Tractor,Volvo,VNL 760,2026,Class 8,,legacy-fleet-identifier,CERT-WESTHUB-VEH-0080,AZ-0080,AZ,Maintenance,65520.00,Unknown
WESTHUB-V-0081,WEST-HUB,Tractor,Freightliner,Cascadia,2017,Class 8,,legacy-fleet-identifier,CERT-WESTHUB-VEH-0081,AZ-0081,AZ,Available,73439.00,Unknown
WESTHUB-V-0082,WEST-HUB,Truck,Ford,F-650,2018,Class 6,,legacy-fleet-identifier,CERT-WESTHUB-VEH-0082,AZ-0082,AZ,Available,81358.00,Unknown
WESTHUB-V-0083,WEST-HUB,Van,Ford,Transit,2019,Class 2b,,legacy-fleet-identifier,CERT-WESTHUB-VEH-0083,AZ-0083,AZ,Available,89277.00,Unknown
WESTHUB-V-0084,WEST-HUB,Truck,Isuzu,NPR-HD,2020,Class 5,,legacy-fleet-identifier,CERT-WESTHUB-VEH-0084,AZ-0084,AZ,Available,97196.00,Unknown
WESTHUB-V-0085,WEST-HUB,Tractor,Volvo,VNL 760,2021,Class 8,,legacy-fleet-identifier,CERT-WESTHUB-VEH-0085,AZ-0085,AZ,Available,105115.00,Unknown
WESTHUB-V-0086,WEST-HUB,Tractor,Freightliner,Cascadia,2022,Class 8,,legacy-fleet-identifier,CERT-WESTHUB-VEH-0086,AZ-0086,AZ,Available,113034.00,Unknown
WESTHUB-V-0087,WEST-HUB,Truck,Ford,F-650,2023,Class 6,,legacy-fleet-identifier,CERT-WESTHUB-VEH-0087,AZ-0087,AZ,Available,120953.00,Unknown
WESTHUB-V-0088,WEST-HUB,Van,Ford,Transit,2024,Class 2b,,legacy-fleet-identifier,CERT-WESTHUB-VEH-0088,AZ-0088,AZ,Available,128872.00,Unknown
WESTHUB-V-0089,WEST-HUB,Truck,Isuzu,NPR-HD,2025,Class 5,,legacy-fleet-identifier,CERT-WESTHUB-VEH-0089,AZ-0089,AZ,Available,136791.00,Unknown
WESTHUB-V-0090,WEST-HUB,Tractor,Volvo,VNL 760,2026,Class 8,,legacy-fleet-identifier,CERT-WESTHUB-VEH-0090,AZ-0090,AZ,Available,144710.00,Unknown
WESTHUB-V-0091,WEST-HUB,Tractor,Freightliner,Cascadia,2017,Class 8,,legacy-fleet-identifier,CERT-WESTHUB-VEH-0091,AZ-0091,AZ,Available,152629.00,Unknown
WESTHUB-V-0092,WEST-HUB,Truck,Ford,F-650,2018,Class 6,,legacy-fleet-identifier,CERT-WESTHUB-VEH-0092,AZ-0092,AZ,Available,160548.00,Unknown
WESTHUB-V-0093,WEST-HUB,Van,Ford,Transit,2019,Class 2b,,legacy-fleet-identifier,CERT-WESTHUB-VEH-0093,AZ-0093,AZ,Available,168467.00,Unknown
WESTHUB-V-0094,WEST-HUB,Truck,Isuzu,NPR-HD,2020,Class 5,,legacy-fleet-identifier,CERT-WESTHUB-VEH-0094,AZ-0094,AZ,Available,176386.00,Unknown
WESTHUB-V-0095,WEST-HUB,Tractor,Volvo,VNL 760,2021,Class 8,,legacy-fleet-identifier,CERT-WESTHUB-VEH-0095,AZ-0095,AZ,Available,184305.00,Unknown
WESTHUB-V-0096,WEST-HUB,Tractor,Freightliner,Cascadia,2022,Class 8,,legacy-fleet-identifier,CERT-WESTHUB-VEH-0096,AZ-0096,AZ,Available,192224.00,Unknown
WESTHUB-V-0097,WEST-HUB,Truck,Ford,F-650,2023,Class 6,,legacy-fleet-identifier,CERT-WESTHUB-VEH-0097,AZ-0097,AZ,Available,200143.00,Unknown
WESTHUB-V-0098,WEST-HUB,Van,Ford,Transit,2024,Class 2b,,legacy-fleet-identifier,CERT-WESTHUB-VEH-0098,AZ-0098,AZ,Available,208062.00,Unknown
WESTHUB-V-0099,WEST-HUB,Truck,Isuzu,NPR-HD,2025,Class 5,,legacy-fleet-identifier,CERT-WESTHUB-VEH-0099,AZ-0099,AZ,Available,215981.00,Unknown
WESTHUB-V-0100,WEST-HUB,Tractor,Volvo,VNL 760,2026,Class 8,,legacy-fleet-identifier,CERT-WESTHUB-VEH-0100,AZ-0100,AZ,Maintenance,223900.00,Unknown
WESTHUB-V-0101,WEST-HUB,Tractor,Freightliner,Cascadia,2017,Class 8,,legacy-fleet-identifier,CERT-WESTHUB-VEH-0101,AZ-0101,AZ,Available,231819.00,Unknown
WESTHUB-V-0102,WEST-HUB,Truck,Ford,F-650,2018,Class 6,,legacy-fleet-identifier,CERT-WESTHUB-VEH-0102,AZ-0102,AZ,Available,239738.00,Unknown
WESTHUB-V-0103,WEST-HUB,Van,Ford,Transit,2019,Class 2b,,legacy-fleet-identifier,CERT-WESTHUB-VEH-0103,AZ-0103,AZ,Available,247657.00,Unknown
WESTHUB-V-0104,WEST-HUB,Truck,Isuzu,NPR-HD,2020,Class 5,,legacy-fleet-identifier,CERT-WESTHUB-VEH-0104,AZ-0104,AZ,Available,255576.00,Unknown
WESTHUB-V-0105,WEST-HUB,Tractor,Volvo,VNL 760,2021,Class 8,,legacy-fleet-identifier,CERT-WESTHUB-VEH-0105,AZ-0105,AZ,Available,263495.00,Unknown
WESTHUB-V-0106,WEST-HUB,Tractor,Freightliner,Cascadia,2022,Class 8,,legacy-fleet-identifier,CERT-WESTHUB-VEH-0106,AZ-0106,AZ,Available,271414.00,Unknown
WESTHUB-V-0107,WEST-HUB,Truck,Ford,F-650,2023,Class 6,,legacy-fleet-identifier,CERT-WESTHUB-VEH-0107,AZ-0107,AZ,Available,279333.00,Unknown
WESTHUB-V-0108,WEST-HUB,Van,Ford,Transit,2024,Class 2b,,legacy-fleet-identifier,CERT-WESTHUB-VEH-0108,AZ-0108,AZ,Available,287252.00,Unknown
WESTHUB-V-0109,WEST-HUB,Truck,Isuzu,NPR-HD,2025,Class 5,,legacy-fleet-identifier,CERT-WESTHUB-VEH-0109,AZ-0109,AZ,Available,295171.00,Unknown
WESTHUB-V-0110,WEST-HUB,Tractor,Volvo,VNL 760,2026,Class 8,,legacy-fleet-identifier,CERT-WESTHUB-VEH-0110,AZ-0110,AZ,Available,303090.00,Unknown
WESTHUB-V-0111,WEST-HUB,Tractor,Freightliner,Cascadia,2017,Class 8,,legacy-fleet-identifier,CERT-WESTHUB-VEH-0111,AZ-0111,AZ,Available,311009.00,Unknown
WESTHUB-V-0112,WEST-HUB,Truck,Ford,F-650,2018,Class 6,,legacy-fleet-identifier,CERT-WESTHUB-VEH-0112,AZ-0112,AZ,Available,318928.00,Unknown
WESTHUB-V-0113,WEST-HUB,Van,Ford,Transit,2019,Class 2b,,legacy-fleet-identifier,CERT-WESTHUB-VEH-0113,AZ-0113,AZ,Available,326847.00,Unknown
WESTHUB-V-0114,WEST-HUB,Truck,Isuzu,NPR-HD,2020,Class 5,,legacy-fleet-identifier,CERT-WESTHUB-VEH-0114,AZ-0114,AZ,Available,334766.00,Unknown
WESTHUB-V-0115,WEST-HUB,Tractor,Volvo,VNL 760,2021,Class 8,,legacy-fleet-identifier,CERT-WESTHUB-VEH-0115,AZ-0115,AZ,Available,342685.00,Unknown
WESTHUB-V-0116,WEST-HUB,Tractor,Freightliner,Cascadia,2022,Class 8,,legacy-fleet-identifier,CERT-WESTHUB-VEH-0116,AZ-0116,AZ,Available,350604.00,Unknown
WESTHUB-V-0117,WEST-HUB,Truck,Ford,F-650,2023,Class 6,,legacy-fleet-identifier,CERT-WESTHUB-VEH-0117,AZ-0117,AZ,Available,358523.00,Unknown
WESTHUB-V-0118,WEST-HUB,Van,Ford,Transit,2024,Class 2b,,legacy-fleet-identifier,CERT-WESTHUB-VEH-0118,AZ-0118,AZ,Available,366442.00,Unknown
WESTHUB-V-0119,WEST-HUB,Truck,Isuzu,NPR-HD,2025,Class 5,,legacy-fleet-identifier,CERT-WESTHUB-VEH-0119,AZ-0119,AZ,Available,374361.00,Unknown
WESTHUB-V-0120,WEST-HUB,Tractor,Volvo,VNL 760,2026,Class 8,,legacy-fleet-identifier,CERT-WESTHUB-VEH-0120,AZ-0120,AZ,Maintenance,382280.00,Unknown
WESTHUB-V-0121,WEST-HUB,Tractor,Freightliner,Cascadia,2017,Class 8,,legacy-fleet-identifier,CERT-WESTHUB-VEH-0121,AZ-0121,AZ,Available,390199.00,Unknown
WESTHUB-V-0122,WEST-HUB,Truck,Ford,F-650,2018,Class 6,,legacy-fleet-identifier,CERT-WESTHUB-VEH-0122,AZ-0122,AZ,Available,398118.00,Unknown
WESTHUB-V-0123,WEST-HUB,Van,Ford,Transit,2019,Class 2b,,legacy-fleet-identifier,CERT-WESTHUB-VEH-0123,AZ-0123,AZ,Available,406037.00,Unknown
WESTHUB-V-0124,WEST-HUB,Truck,Isuzu,NPR-HD,2020,Class 5,,legacy-fleet-identifier,CERT-WESTHUB-VEH-0124,AZ-0124,AZ,Available,413956.00,Unknown
WESTHUB-V-0125,WEST-HUB,Tractor,Volvo,VNL 760,2021,Class 8,,legacy-fleet-identifier,CERT-WESTHUB-VEH-0125,AZ-0125,AZ,Available,421875.00,Unknown
WESTHUB-V-0126,WEST-HUB,Tractor,Freightliner,Cascadia,2022,Class 8,,legacy-fleet-identifier,CERT-WESTHUB-VEH-0126,AZ-0126,AZ,Available,429794.00,Unknown
WESTHUB-V-0127,WEST-HUB,Truck,Ford,F-650,2023,Class 6,,legacy-fleet-identifier,CERT-WESTHUB-VEH-0127,AZ-0127,AZ,Available,437713.00,Unknown
WESTHUB-V-0128,WEST-HUB,Van,Ford,Transit,2024,Class 2b,,legacy-fleet-identifier,CERT-WESTHUB-VEH-0128,AZ-0128,AZ,Available,445632.00,Unknown
WESTHUB-V-0129,WEST-HUB,Truck,Isuzu,NPR-HD,2025,Class 5,,legacy-fleet-identifier,CERT-WESTHUB-VEH-0129,AZ-0129,AZ,Available,453551.00,Unknown
WESTHUB-V-0130,WEST-HUB,Tractor,Volvo,VNL 760,2026,Class 8,,legacy-fleet-identifier,CERT-WESTHUB-VEH-0130,AZ-0130,AZ,Available,461470.00,Unknown
WESTHUB-V-0131,WEST-HUB,Tractor,Freightliner,Cascadia,2017,Class 8,,legacy-fleet-identifier,CERT-WESTHUB-VEH-0131,AZ-0131,AZ,Available,469389.00,Unknown
WESTHUB-V-0132,WEST-HUB,Truck,Ford,F-650,2018,Class 6,,legacy-fleet-identifier,CERT-WESTHUB-VEH-0132,AZ-0132,AZ,Available,477308.00,Unknown
WESTHUB-V-0133,WEST-HUB,Van,Ford,Transit,2019,Class 2b,,legacy-fleet-identifier,CERT-WESTHUB-VEH-0133,AZ-0133,AZ,Available,485227.00,Unknown
WESTHUB-V-0134,WEST-HUB,Truck,Isuzu,NPR-HD,2020,Class 5,,legacy-fleet-identifier,CERT-WESTHUB-VEH-0134,AZ-0134,AZ,Available,493146.00,Unknown
WESTHUB-V-0135,WEST-HUB,Tractor,Volvo,VNL 760,2021,Class 8,,legacy-fleet-identifier,CERT-WESTHUB-VEH-0135,AZ-0135,AZ,Available,501065.00,Unknown
WESTHUB-V-0136,WEST-HUB,Tractor,Freightliner,Cascadia,2022,Class 8,,legacy-fleet-identifier,CERT-WESTHUB-VEH-0136,AZ-0136,AZ,Available,508984.00,Unknown
WESTHUB-V-0137,WEST-HUB,Truck,Ford,F-650,2023,Class 6,,legacy-fleet-identifier,CERT-WESTHUB-VEH-0137,AZ-0137,AZ,Available,516903.00,Unknown
WESTHUB-V-0138,WEST-HUB,Van,Ford,Transit,2024,Class 2b,,legacy-fleet-identifier,CERT-WESTHUB-VEH-0138,AZ-0138,AZ,Available,524822.00,Unknown
WESTHUB-V-0139,WEST-HUB,Truck,Isuzu,NPR-HD,2025,Class 5,,legacy-fleet-identifier,CERT-WESTHUB-VEH-0139,AZ-0139,AZ,Available,532741.00,Unknown
WESTHUB-V-0140,WEST-HUB,Tractor,Volvo,VNL 760,2026,Class 8,,legacy-fleet-identifier,CERT-WESTHUB-VEH-0140,AZ-0140,AZ,Maintenance,540660.00,Unknown
WESTHUB-V-0141,WEST-HUB,Tractor,Freightliner,Cascadia,2017,Class 8,,legacy-fleet-identifier,CERT-WESTHUB-VEH-0141,AZ-0141,AZ,Available,548579.00,Unknown
WESTHUB-V-0142,WEST-HUB,Truck,Ford,F-650,2018,Class 6,,legacy-fleet-identifier,CERT-WESTHUB-VEH-0142,AZ-0142,AZ,Available,556498.00,Unknown
WESTHUB-V-0143,WEST-HUB,Van,Ford,Transit,2019,Class 2b,,legacy-fleet-identifier,CERT-WESTHUB-VEH-0143,AZ-0143,AZ,Available,564417.00,Unknown
WESTHUB-V-0144,WEST-HUB,Truck,Isuzu,NPR-HD,2020,Class 5,,legacy-fleet-identifier,CERT-WESTHUB-VEH-0144,AZ-0144,AZ,Available,572336.00,Unknown
WESTHUB-V-0145,WEST-HUB,Tractor,Volvo,VNL 760,2021,Class 8,,legacy-fleet-identifier,CERT-WESTHUB-VEH-0145,AZ-0145,AZ,Available,580255.00,Unknown
WESTHUB-V-0146,WEST-HUB,Tractor,Freightliner,Cascadia,2022,Class 8,,legacy-fleet-identifier,CERT-WESTHUB-VEH-0146,AZ-0146,AZ,Available,588174.00,Unknown
WESTHUB-V-0147,WEST-HUB,Truck,Ford,F-650,2023,Class 6,,legacy-fleet-identifier,CERT-WESTHUB-VEH-0147,AZ-0147,AZ,Available,596093.00,Unknown
WESTHUB-V-0148,WEST-HUB,Van,Ford,Transit,2024,Class 2b,,legacy-fleet-identifier,CERT-WESTHUB-VEH-0148,AZ-0148,AZ,Available,604012.00,Unknown
WESTHUB-V-0149,WEST-HUB,Truck,Isuzu,NPR-HD,2025,Class 5,,legacy-fleet-identifier,CERT-WESTHUB-VEH-0149,AZ-0149,AZ,Available,611931.00,Unknown
WESTHUB-V-0150,WEST-HUB,Tractor,Volvo,VNL 760,2026,Class 8,,legacy-fleet-identifier,CERT-WESTHUB-VEH-0150,AZ-0150,AZ,Available,619850.00,Unknown
WESTHUB-V-0151,WEST-HUB,Tractor,Freightliner,Cascadia,2017,Class 8,,legacy-fleet-identifier,CERT-WESTHUB-VEH-0151,AZ-0151,AZ,Available,627769.00,Unknown
WESTHUB-V-0152,WEST-HUB,Truck,Ford,F-650,2018,Class 6,,legacy-fleet-identifier,CERT-WESTHUB-VEH-0152,AZ-0152,AZ,Available,635688.00,Unknown
WESTHUB-V-0153,WEST-HUB,Van,Ford,Transit,2019,Class 2b,,legacy-fleet-identifier,CERT-WESTHUB-VEH-0153,AZ-0153,AZ,Available,643607.00,Unknown
WESTHUB-V-0154,WEST-HUB,Truck,Isuzu,NPR-HD,2020,Class 5,,legacy-fleet-identifier,CERT-WESTHUB-VEH-0154,AZ-0154,AZ,Available,651526.00,Unknown
WESTHUB-V-0155,WEST-HUB,Tractor,Volvo,VNL 760,2021,Class 8,,legacy-fleet-identifier,CERT-WESTHUB-VEH-0155,AZ-0155,AZ,Available,49445.00,Unknown
WESTHUB-V-0156,WEST-HUB,Tractor,Freightliner,Cascadia,2022,Class 8,,legacy-fleet-identifier,CERT-WESTHUB-VEH-0156,AZ-0156,AZ,Available,57364.00,Unknown
WESTHUB-V-0157,WEST-HUB,Truck,Ford,F-650,2023,Class 6,,legacy-fleet-identifier,CERT-WESTHUB-VEH-0157,AZ-0157,AZ,Available,65283.00,Unknown
WESTHUB-V-0158,WEST-HUB,Van,Ford,Transit,2024,Class 2b,,legacy-fleet-identifier,CERT-WESTHUB-VEH-0158,AZ-0158,AZ,Available,73202.00,Unknown
WESTHUB-V-0159,WEST-HUB,Truck,Isuzu,NPR-HD,2025,Class 5,,legacy-fleet-identifier,CERT-WESTHUB-VEH-0159,AZ-0159,AZ,Available,81121.00,Unknown
WESTHUB-V-0160,WEST-HUB,Tractor,Volvo,VNL 760,2026,Class 8,,legacy-fleet-identifier,CERT-WESTHUB-VEH-0160,AZ-0160,AZ,Maintenance,89040.00,Unknown
WESTHUB-V-0161,WEST-HUB,Tractor,Freightliner,Cascadia,2017,Class 8,,legacy-fleet-identifier,CERT-WESTHUB-VEH-0161,AZ-0161,AZ,Available,96959.00,Unknown
WESTHUB-V-0162,WEST-HUB,Truck,Ford,F-650,2018,Class 6,,legacy-fleet-identifier,CERT-WESTHUB-VEH-0162,AZ-0162,AZ,Available,104878.00,Unknown
WESTHUB-V-0163,WEST-HUB,Van,Ford,Transit,2019,Class 2b,,legacy-fleet-identifier,CERT-WESTHUB-VEH-0163,AZ-0163,AZ,Available,112797.00,Unknown
WESTHUB-V-0164,WEST-HUB,Truck,Isuzu,NPR-HD,2020,Class 5,,legacy-fleet-identifier,CERT-WESTHUB-VEH-0164,AZ-0164,AZ,Available,120716.00,Unknown
WESTHUB-V-0165,WEST-HUB,Tractor,Volvo,VNL 760,2021,Class 8,,legacy-fleet-identifier,CERT-WESTHUB-VEH-0165,AZ-0165,AZ,Available,128635.00,Unknown
WESTHUB-V-0166,WEST-HUB,Tractor,Freightliner,Cascadia,2022,Class 8,,legacy-fleet-identifier,CERT-WESTHUB-VEH-0166,AZ-0166,AZ,Available,136554.00,Unknown
WESTHUB-V-0167,WEST-HUB,Truck,Ford,F-650,2023,Class 6,,legacy-fleet-identifier,CERT-WESTHUB-VEH-0167,AZ-0167,AZ,Available,144473.00,Unknown
WESTHUB-V-0168,WEST-HUB,Van,Ford,Transit,2024,Class 2b,,legacy-fleet-identifier,CERT-WESTHUB-VEH-0168,AZ-0168,AZ,Available,152392.00,Unknown
WESTHUB-V-0169,WEST-HUB,Truck,Isuzu,NPR-HD,2025,Class 5,,legacy-fleet-identifier,CERT-WESTHUB-VEH-0169,AZ-0169,AZ,Available,160311.00,Unknown
WESTHUB-V-0170,WEST-HUB,Tractor,Volvo,VNL 760,2026,Class 8,,legacy-fleet-identifier,CERT-WESTHUB-VEH-0170,AZ-0170,AZ,Available,168230.00,Unknown
WESTHUB-V-0171,WEST-HUB,Tractor,Freightliner,Cascadia,2017,Class 8,,legacy-fleet-identifier,CERT-WESTHUB-VEH-0171,AZ-0171,AZ,Available,176149.00,Unknown
WESTHUB-V-0172,WEST-HUB,Truck,Ford,F-650,2018,Class 6,,legacy-fleet-identifier,CERT-WESTHUB-VEH-0172,AZ-0172,AZ,Available,184068.00,Unknown
WESTHUB-V-0173,WEST-HUB,Van,Ford,Transit,2019,Class 2b,,legacy-fleet-identifier,CERT-WESTHUB-VEH-0173,AZ-0173,AZ,Available,191987.00,Unknown
WESTHUB-V-0174,WEST-HUB,Truck,Isuzu,NPR-HD,2020,Class 5,,legacy-fleet-identifier,CERT-WESTHUB-VEH-0174,AZ-0174,AZ,Available,199906.00,Unknown
WESTHUB-V-0175,WEST-HUB,Tractor,Volvo,VNL 760,2021,Class 8,,legacy-fleet-identifier,CERT-WESTHUB-VEH-0175,AZ-0175,AZ,Available,207825.00,Unknown
WESTHUB-V-0176,WEST-HUB,Tractor,Freightliner,Cascadia,2022,Class 8,,legacy-fleet-identifier,CERT-WESTHUB-VEH-0176,AZ-0176,AZ,Available,215744.00,Unknown
WESTHUB-V-0177,WEST-HUB,Truck,Ford,F-650,2023,Class 6,,legacy-fleet-identifier,CERT-WESTHUB-VEH-0177,AZ-0177,AZ,Available,223663.00,Unknown
WESTHUB-V-0178,WEST-HUB,Van,Ford,Transit,2024,Class 2b,,legacy-fleet-identifier,CERT-WESTHUB-VEH-0178,AZ-0178,AZ,Available,231582.00,Unknown
WESTHUB-V-0179,WEST-HUB,Truck,Isuzu,NPR-HD,2025,Class 5,,legacy-fleet-identifier,CERT-WESTHUB-VEH-0179,AZ-0179,AZ,Available,239501.00,Unknown
WESTHUB-V-0180,WEST-HUB,Tractor,Volvo,VNL 760,2026,Class 8,,legacy-fleet-identifier,CERT-WESTHUB-VEH-0180,AZ-0180,AZ,Maintenance,247420.00,Unknown
WESTHUB-V-0181,WEST-HUB,Tractor,Freightliner,Cascadia,2017,Class 8,,legacy-fleet-identifier,CERT-WESTHUB-VEH-0181,AZ-0181,AZ,Available,255339.00,Unknown
WESTHUB-V-0182,WEST-HUB,Truck,Ford,F-650,2018,Class 6,,legacy-fleet-identifier,CERT-WESTHUB-VEH-0182,AZ-0182,AZ,Available,263258.00,Unknown
WESTHUB-V-0183,WEST-HUB,Van,Ford,Transit,2019,Class 2b,,legacy-fleet-identifier,CERT-WESTHUB-VEH-0183,AZ-0183,AZ,Available,271177.00,Unknown
WESTHUB-V-0184,WEST-HUB,Truck,Isuzu,NPR-HD,2020,Class 5,,legacy-fleet-identifier,CERT-WESTHUB-VEH-0184,AZ-0184,AZ,Available,279096.00,Unknown
WESTHUB-V-0185,WEST-HUB,Tractor,Volvo,VNL 760,2021,Class 8,,legacy-fleet-identifier,CERT-WESTHUB-VEH-0185,AZ-0185,AZ,Available,287015.00,Unknown
WESTHUB-V-0186,WEST-HUB,Tractor,Freightliner,Cascadia,2022,Class 8,,legacy-fleet-identifier,CERT-WESTHUB-VEH-0186,AZ-0186,AZ,Available,294934.00,Unknown
WESTHUB-V-0187,WEST-HUB,Truck,Ford,F-650,2023,Class 6,,legacy-fleet-identifier,CERT-WESTHUB-VEH-0187,AZ-0187,AZ,Available,302853.00,Unknown
WESTHUB-V-0188,WEST-HUB,Van,Ford,Transit,2024,Class 2b,,legacy-fleet-identifier,CERT-WESTHUB-VEH-0188,AZ-0188,AZ,Available,310772.00,Unknown
WESTHUB-V-0189,WEST-HUB,Truck,Isuzu,NPR-HD,2025,Class 5,,legacy-fleet-identifier,CERT-WESTHUB-VEH-0189,AZ-0189,AZ,Available,318691.00,Unknown
WESTHUB-V-0190,WEST-HUB,Tractor,Volvo,VNL 760,2026,Class 8,,legacy-fleet-identifier,CERT-WESTHUB-VEH-0190,AZ-0190,AZ,Available,326610.00,Unknown
WESTHUB-V-0191,WEST-HUB,Tractor,Freightliner,Cascadia,2017,Class 8,,legacy-fleet-identifier,CERT-WESTHUB-VEH-0191,AZ-0191,AZ,Available,334529.00,Unknown
WESTHUB-V-0192,WEST-HUB,Truck,Ford,F-650,2018,Class 6,,legacy-fleet-identifier,CERT-WESTHUB-VEH-0192,AZ-0192,AZ,Available,342448.00,Unknown
WESTHUB-V-0193,WEST-HUB,Van,Ford,Transit,2019,Class 2b,,legacy-fleet-identifier,CERT-WESTHUB-VEH-0193,AZ-0193,AZ,Available,350367.00,Unknown
WESTHUB-V-0194,WEST-HUB,Truck,Isuzu,NPR-HD,2020,Class 5,,legacy-fleet-identifier,CERT-WESTHUB-VEH-0194,AZ-0194,AZ,Available,358286.00,Unknown
WESTHUB-V-0195,WEST-HUB,Tractor,Volvo,VNL 760,2021,Class 8,,legacy-fleet-identifier,CERT-WESTHUB-VEH-0195,AZ-0195,AZ,Available,366205.00,Unknown
WESTHUB-V-0196,WEST-HUB,Tractor,Freightliner,Cascadia,2022,Class 8,,legacy-fleet-identifier,CERT-WESTHUB-VEH-0196,AZ-0196,AZ,Available,374124.00,Unknown
WESTHUB-V-0197,WEST-HUB,Truck,Ford,F-650,2023,Class 6,,legacy-fleet-identifier,CERT-WESTHUB-VEH-0197,AZ-0197,AZ,Available,382043.00,Unknown
WESTHUB-V-0198,WEST-HUB,Van,Ford,Transit,2024,Class 2b,,legacy-fleet-identifier,CERT-WESTHUB-VEH-0198,AZ-0198,AZ,Available,389962.00,Unknown
WESTHUB-V-0199,WEST-HUB,Truck,Isuzu,NPR-HD,2025,Class 5,,legacy-fleet-identifier,CERT-WESTHUB-VEH-0199,AZ-0199,AZ,Available,397881.00,Unknown
WESTHUB-V-0200,WEST-HUB,Tractor,Volvo,VNL 760,2026,Class 8,,legacy-fleet-identifier,CERT-WESTHUB-VEH-0200,AZ-0200,AZ,Maintenance,405800.00,Unknown
